('hwm', 'jms', 11):('ttr', 'vgr', 17):10
('snh', 'z22', 18):('rgt', 'z14', 21):17
('snh', 'z22', 18):('qsg', 'ttr', 21):13
('snh', 'z22', 18):('vcs', 'z29', 21):11
('snh', 'z22', 18):('nfj', 'z14', 21):17
('snh', 'z22', 18):('ftc', 'rgt', 21):17
('snh', 'z22', 18):('drk', 'tdc', 21):17
('snh', 'z22', 18):('rgt', 'z10', 21):17
('snh', 'z22', 18):('pkj', 'tqq', 21):17
('snh', 'z22', 18):('jgc', 'qsg', 21):16
('snh', 'z22', 18):('drk', 'z09', 21):17
('snh', 'z22', 18):('rvc', 'ttr', 21):12
('snh', 'z22', 18):('nfj', 'z10', 21):17
('snh', 'z22', 18):('nfj', 'rsq', 21):17
('snh', 'z22', 18):('fbv', 'rvc', 21):12
('snh', 'z22', 18):('ttr', 'z14', 21):17
('snh', 'z22', 18):('rgt', 'rsq', 21):17
('snh', 'z22', 18):('ndd', 'vcs', 21):11
('snh', 'z22', 18):('jgc', 'z03', 21):17
('snh', 'z22', 18):('dtj', 'z18', 21):10
('snh', 'z22', 18):('fbv', 'z14', 21):17
('djn', 'tdc', 18):('jgc', 'sck', 19):17
('djn', 'tdc', 18):('rgt', 'vcs', 19):17
('djn', 'tdc', 18):('ttr', 'vcs', 19):17
('djn', 'tdc', 18):('nfj', 'sck', 19):17
('djn', 'tdc', 18):('fbv', 'vcs', 19):17
('djn', 'tdc', 18):('ttr', 'z09', 20):17
('djn', 'tdc', 18):('fbv', 'z09', 20):17
('djn', 'tdc', 18):('nfj', 'z15', 20):17
('djn', 'tdc', 18):('rgt', 'z15', 20):17
('djn', 'tdc', 18):('jgc', 'z09', 20):17
('djn', 'tdc', 18):('grd', 'rgt', 20):17
('djn', 'tdc', 18):('hwh', 'jgc', 20):17
('djn', 'tdc', 18):('ttr', 'z15', 20):17
('djn', 'tdc', 18):('gvw', 'qjb', 20):16
('djn', 'tdc', 18):('fbv', 'grd', 20):17
('djn', 'tdc', 18):('hwh', 'nfj', 20):17
('djn', 'tdc', 18):('fbv', 'z15', 20):17
('djn', 'tdc', 18):('rgt', 'z09', 20):17
('djn', 'tdc', 18):('grd', 'ttr', 20):17
('djn', 'tdc', 18):('nfj', 'z09', 20):17
('djn', 'tdc', 18):('vcs', 'z31', 21):11
('djn', 'tdc', 18):('jgc', 'rvc', 21):17
('djn', 'tdc', 18):('vcs', 'z32', 21):11
('djn', 'tdc', 18):('vcs', 'z22', 21):10
('djn', 'tdc', 18):('vcs', 'z34', 21):11
('djn', 'tdc', 18):('mmr', 'vcs', 21):11
('djn', 'tdc', 18):('qsg', 'rgt', 21):14
('djn', 'tdc', 18):('dtj', 'ppf', 21):10
('djn', 'tdc', 18):('rgt', 'rvc', 21):13
('djn', 'tdc', 18):('dtd', 'vcs', 21):11
('djn', 'tdc', 18):('nfj', 'rvc', 21):17
('djn', 'tdc', 18):('nfj', 'qsg', 21):17
('djn', 'tdc', 18):('rkd', 'vcs', 21):12
('djn', 'tdc', 18):('vcs', 'vqh', 21):13
('djn', 'tdc', 18):('snh', 'vcs', 21):10
('djn', 'tdc', 18):('fbv', 'qsg', 21):14
('djn', 'tdc', 18):('qgm', 'vcs', 21):11
('djn', 'tdc', 18):('vcs', 'z30', 21):11
('djn', 'tdc', 18):('vbc', 'vcs', 21):11
('djn', 'tdc', 18):('qsg', 'ttr', 21):14
('djn', 'tdc', 18):('vcs', 'z29', 21):11
('djn', 'tdc', 18):('jgc', 'qsg', 21):17
('djn', 'tdc', 18):('rvc', 'ttr', 21):13
('djn', 'tdc', 18):('fbv', 'rvc', 21):13
('djn', 'tdc', 18):('ndd', 'vcs', 21):11
('djn', 'tdc', 18):('dtj', 'z18', 21):11
('tdc', 'z17', 18):('jgc', 'sck', 19):17
('tdc', 'z17', 18):('rgt', 'vcs', 19):17
('tdc', 'z17', 18):('ttr', 'vcs', 19):17
('tdc', 'z17', 18):('nfj', 'sck', 19):17
('tdc', 'z17', 18):('fbv', 'vcs', 19):17
('tdc', 'z17', 18):('ttr', 'z09', 20):17
('tdc', 'z17', 18):('sck', 'tqq', 20):17
('tdc', 'z17', 18):('fbv', 'z09', 20):17
('tdc', 'z17', 18):('nfj', 'z15', 20):17
('tdc', 'z17', 18):('rgt', 'z15', 20):17
('tdc', 'z17', 18):('jgc', 'z09', 20):17
('tdc', 'z17', 18):('grd', 'rgt', 20):17
('tdc', 'z17', 18):('hwh', 'jgc', 20):17
('tdc', 'z17', 18):('ttr', 'z15', 20):17
('tdc', 'z17', 18):('gvw', 'qjb', 20):16
('tdc', 'z17', 18):('fbv', 'grd', 20):17
('tdc', 'z17', 18):('hwh', 'nfj', 20):17
('tdc', 'z17', 18):('fbv', 'z15', 20):17
('tdc', 'z17', 18):('rgt', 'z09', 20):17
('tdc', 'z17', 18):('grd', 'ttr', 20):17
('tdc', 'z17', 18):('nfj', 'z09', 20):17
('tdc', 'z17', 18):('tqq', 'z15', 21):17
('tdc', 'z17', 18):('tqq', 'z16', 21):17
('tdc', 'z17', 18):('vcs', 'z31', 21):11
('tdc', 'z17', 18):('jgc', 'rvc', 21):17
('tdc', 'z17', 18):('vcs', 'z32', 21):11
('tdc', 'z17', 18):('vcs', 'z22', 21):10
('tdc', 'z17', 18):('vcs', 'z34', 21):11
('tdc', 'z17', 18):('mmr', 'vcs', 21):11
('tdc', 'z17', 18):('tqq', 'z09', 21):17
('tdc', 'z17', 18):('qsg', 'rgt', 21):14
('tdc', 'z17', 18):('dtj', 'ppf', 21):10
('tdc', 'z17', 18):('rgt', 'rvc', 21):13
('tdc', 'z17', 18):('dtd', 'vcs', 21):11
('tdc', 'z17', 18):('nfj', 'rvc', 21):17
('tdc', 'z17', 18):('nfj', 'qsg', 21):17
('tdc', 'z17', 18):('rkd', 'vcs', 21):12
('tdc', 'z17', 18):('vcs', 'vqh', 21):13
('tdc', 'z17', 18):('snh', 'vcs', 21):10
('tdc', 'z17', 18):('fbv', 'qsg', 21):14
('tdc', 'z17', 18):('qgm', 'vcs', 21):11
('tdc', 'z17', 18):('vcs', 'z30', 21):11
('tdc', 'z17', 18):('vbc', 'vcs', 21):11
('tdc', 'z17', 18):('hwh', 'tqq', 21):17
('tdc', 'z17', 18):('qsg', 'ttr', 21):14
('tdc', 'z17', 18):('vcs', 'z29', 21):11
('tdc', 'z17', 18):('pkj', 'tqq', 21):17
('tdc', 'z17', 18):('jgc', 'qsg', 21):17
('tdc', 'z17', 18):('rvc', 'ttr', 21):13
('tdc', 'z17', 18):('fbv', 'rvc', 21):13
('tdc', 'z17', 18):('ndd', 'vcs', 21):11
('tdc', 'z17', 18):('dtj', 'z18', 21):10
('gvw', 'tdc', 18):('jgc', 'sck', 19):16
('gvw', 'tdc', 18):('hmb', 'ttr', 19):17
('gvw', 'tdc', 18):('rgt', 'vcs', 19):16
('gvw', 'tdc', 18):('fbv', 'hmb', 19):17
('gvw', 'tdc', 18):('ttr', 'vcs', 19):16
('gvw', 'tdc', 18):('nfj', 'sck', 19):16
('gvw', 'tdc', 18):('fbv', 'vcs', 19):16
('gvw', 'tdc', 18):('hmb', 'rgt', 19):17
('gvw', 'tdc', 18):('ttr', 'z09', 20):16
('gvw', 'tdc', 18):('sck', 'tqq', 20):17
('gvw', 'tdc', 18):('fbv', 'z09', 20):16
('gvw', 'tdc', 18):('hmb', 'jgc', 20):17
('gvw', 'tdc', 18):('nfj', 'z15', 20):16
('gvw', 'tdc', 18):('rgt', 'z15', 20):16
('gvw', 'tdc', 18):('drk', 'vcs', 20):17
('gvw', 'tdc', 18):('hmb', 'nfj', 20):17
('gvw', 'tdc', 18):('jgc', 'nqr', 20):17
('gvw', 'tdc', 18):('jgc', 'z09', 20):16
('gvw', 'tdc', 18):('jfp', 'nfj', 20):17
('gvw', 'tdc', 18):('grd', 'rgt', 20):16
('gvw', 'tdc', 18):('hwh', 'jgc', 20):16
('gvw', 'tdc', 18):('ttr', 'z15', 20):16
('gvw', 'tdc', 18):('fbv', 'grd', 20):16
('gvw', 'tdc', 18):('nfj', 'vgr', 20):17
('gvw', 'tdc', 18):('bqv', 'nfj', 20):17
('gvw', 'tdc', 18):('hwh', 'nfj', 20):16
('gvw', 'tdc', 18):('nfj', 'nqr', 20):17
('gvw', 'tdc', 18):('jfp', 'jgc', 20):17
('gvw', 'tdc', 18):('fbv', 'z15', 20):16
('gvw', 'tdc', 18):('bqv', 'jgc', 20):17
('gvw', 'tdc', 18):('rgt', 'z09', 20):16
('gvw', 'tdc', 18):('grd', 'ttr', 20):16
('gvw', 'tdc', 18):('jgc', 'vgr', 20):17
('gvw', 'tdc', 18):('nfj', 'z09', 20):16
('gvw', 'tdc', 18):('tqq', 'z15', 21):17
('gvw', 'tdc', 18):('rgt', 'tpv', 21):17
('gvw', 'tdc', 18):('nfj', 'tpv', 21):17
('gvw', 'tdc', 18):('nfj', 'pnd', 21):17
('gvw', 'tdc', 18):('tqq', 'z16', 21):17
('gvw', 'tdc', 18):('drk', 'z15', 21):17
('gvw', 'tdc', 18):('vcs', 'z31', 21):11
('gvw', 'tdc', 18):('jgc', 'rvc', 21):16
('gvw', 'tdc', 18):('jgc', 'z06', 21):17
('gvw', 'tdc', 18):('vcs', 'z32', 21):11
('gvw', 'tdc', 18):('pnd', 'rgt', 21):17
('gvw', 'tdc', 18):('ttr', 'z10', 21):17
('gvw', 'tdc', 18):('fhh', 'nfj', 21):17
('gvw', 'tdc', 18):('jgc', 'z12', 21):17
('gvw', 'tdc', 18):('nfj', 'z03', 21):17
('gvw', 'tdc', 18):('vcs', 'z22', 21):10
('gvw', 'tdc', 18):('vcs', 'z34', 21):11
('gvw', 'tdc', 18):('rgt', 'z03', 21):17
('gvw', 'tdc', 18):('mmr', 'vcs', 21):11
('gvw', 'tdc', 18):('drk', 'grd', 21):17
('gvw', 'tdc', 18):('jdr', 'jgc', 21):17
('gvw', 'tdc', 18):('tqq', 'z09', 21):17
('gvw', 'tdc', 18):('fbv', 'z10', 21):17
('gvw', 'tdc', 18):('ftc', 'nfj', 21):17
('gvw', 'tdc', 18):('ftc', 'ttr', 21):17
('gvw', 'tdc', 18):('qsg', 'rgt', 21):13
('gvw', 'tdc', 18):('fhh', 'rgt', 21):17
('gvw', 'tdc', 18):('dtj', 'ppf', 21):10
('gvw', 'tdc', 18):('rgt', 'rvc', 21):12
('gvw', 'tdc', 18):('dtd', 'vcs', 21):11
('gvw', 'tdc', 18):('jdr', 'nfj', 21):17
('gvw', 'tdc', 18):('fbv', 'jdr', 21):17
('gvw', 'tdc', 18):('nfj', 'rvc', 21):16
('gvw', 'tdc', 18):('nfj', 'qsg', 21):16
('gvw', 'tdc', 18):('nfj', 'z06', 21):17
('gvw', 'tdc', 18):('rgt', 'z06', 21):17
('gvw', 'tdc', 18):('jgc', 'z10', 21):17
('gvw', 'tdc', 18):('rkd', 'vcs', 21):12
('gvw', 'tdc', 18):('vcs', 'vqh', 21):13
('gvw', 'tdc', 18):('fbv', 'pnd', 21):17
('gvw', 'tdc', 18):('jgc', 'z14', 21):17
('gvw', 'tdc', 18):('jdr', 'ttr', 21):17
('gvw', 'tdc', 18):('snh', 'vcs', 21):10
('gvw', 'tdc', 18):('ttr', 'z06', 21):17
('gvw', 'tdc', 18):('ftc', 'jgc', 21):17
('gvw', 'tdc', 18):('nfj', 'z12', 21):17
('gvw', 'tdc', 18):('rgt', 'z12', 21):17
('gvw', 'tdc', 18):('fbv', 'ftc', 21):17
('gvw', 'tdc', 18):('fbv', 'qsg', 21):13
('gvw', 'tdc', 18):('ttr', 'z12', 21):17
('gvw', 'tdc', 18):('ttr', 'z03', 21):17
('gvw', 'tdc', 18):('fbv', 'z06', 21):17
('gvw', 'tdc', 18):('pnd', 'ttr', 21):17
('gvw', 'tdc', 18):('qgm', 'vcs', 21):11
('gvw', 'tdc', 18):('vcs', 'z08', 21):11
('gvw', 'tdc', 18):('jdr', 'rgt', 21):17
('gvw', 'tdc', 18):('vcs', 'z30', 21):11
('gvw', 'tdc', 18):('fbv', 'z03', 21):17
('gvw', 'tdc', 18):('jgc', 'pnd', 21):17
('gvw', 'tdc', 18):('fbv', 'z12', 21):17
('gvw', 'tdc', 18):('vbc', 'vcs', 21):11
('gvw', 'tdc', 18):('nfj', 'smr', 21):17
('gvw', 'tdc', 18):('rgt', 'smr', 21):17
('gvw', 'tdc', 18):('hwh', 'tqq', 21):17
('gvw', 'tdc', 18):('rgt', 'z14', 21):17
('gvw', 'tdc', 18):('qsg', 'ttr', 21):13
('gvw', 'tdc', 18):('vcs', 'z29', 21):11
('gvw', 'tdc', 18):('nfj', 'z14', 21):17
('gvw', 'tdc', 18):('ftc', 'rgt', 21):17
('gvw', 'tdc', 18):('rgt', 'z10', 21):17
('gvw', 'tdc', 18):('pkj', 'tqq', 21):17
('gvw', 'tdc', 18):('jgc', 'qsg', 21):16
('gvw', 'tdc', 18):('drk', 'z09', 21):17
('gvw', 'tdc', 18):('rvc', 'ttr', 21):12
('gvw', 'tdc', 18):('nfj', 'z10', 21):17
('gvw', 'tdc', 18):('nfj', 'rsq', 21):17
('gvw', 'tdc', 18):('fbv', 'rvc', 21):12
('gvw', 'tdc', 18):('ttr', 'z14', 21):17
('gvw', 'tdc', 18):('rgt', 'rsq', 21):17
('gvw', 'tdc', 18):('ndd', 'vcs', 21):11
('gvw', 'tdc', 18):('jgc', 'z03', 21):17
('gvw', 'tdc', 18):('dtj', 'z18', 21):10
('gvw', 'tdc', 18):('fbv', 'z14', 21):17
('vtk', 'wfd', 18):('jgc', 'sck', 19):16
('vtk', 'wfd', 18):('hmb', 'ttr', 19):17
('vtk', 'wfd', 18):('rgt', 'vcs', 19):16
('vtk', 'wfd', 18):('fbv', 'hmb', 19):17
('vtk', 'wfd', 18):('ttr', 'vcs', 19):16
('vtk', 'wfd', 18):('nfj', 'sck', 19):16
('vtk', 'wfd', 18):('fbv', 'vcs', 19):16
('vtk', 'wfd', 18):('hmb', 'rgt', 19):17
('vtk', 'wfd', 18):('ttr', 'z09', 20):16
('vtk', 'wfd', 18):('sck', 'tqq', 20):17
('vtk', 'wfd', 18):('fbv', 'z09', 20):16
('vtk', 'wfd', 18):('fbv', 'tdc', 20):16
('vtk', 'wfd', 18):('hmb', 'jgc', 20):17
('vtk', 'wfd', 18):('nfj', 'z15', 20):16
('vtk', 'wfd', 18):('rgt', 'z15', 20):16
('vtk', 'wfd', 18):('drk', 'vcs', 20):17
('vtk', 'wfd', 18):('hmb', 'nfj', 20):17
('vtk', 'wfd', 18):('jgc', 'nqr', 20):17
('vtk', 'wfd', 18):('jgc', 'z09', 20):16
('vtk', 'wfd', 18):('tdc', 'ttr', 20):16
('vtk', 'wfd', 18):('jfp', 'nfj', 20):17
('vtk', 'wfd', 18):('grd', 'rgt', 20):16
('vtk', 'wfd', 18):('ttr', 'z15', 20):16
('vtk', 'wfd', 18):('gvw', 'qjb', 20):16
('vtk', 'wfd', 18):('fbv', 'grd', 20):16
('vtk', 'wfd', 18):('nfj', 'vgr', 20):17
('vtk', 'wfd', 18):('rgt', 'tdc', 20):16
('vtk', 'wfd', 18):('nfj', 'nqr', 20):17
('vtk', 'wfd', 18):('jfp', 'jgc', 20):17
('vtk', 'wfd', 18):('fbv', 'z15', 20):16
('vtk', 'wfd', 18):('rgt', 'z09', 20):16
('vtk', 'wfd', 18):('grd', 'ttr', 20):16
('vtk', 'wfd', 18):('jgc', 'vgr', 20):17
('vtk', 'wfd', 18):('nfj', 'z09', 20):16
('vtk', 'wfd', 18):('tqq', 'z15', 21):17
('vtk', 'wfd', 18):('rgt', 'tpv', 21):17
('vtk', 'wfd', 18):('nfj', 'tpv', 21):17
('vtk', 'wfd', 18):('nfj', 'pnd', 21):16
('vtk', 'wfd', 18):('tqq', 'z16', 21):17
('vtk', 'wfd', 18):('drk', 'z15', 21):17
('vtk', 'wfd', 18):('vcs', 'z31', 21):14
('vtk', 'wfd', 18):('jgc', 'rvc', 21):16
('vtk', 'wfd', 18):('jgc', 'z06', 21):17
('vtk', 'wfd', 18):('vcs', 'z32', 21):14
('vtk', 'wfd', 18):('pnd', 'rgt', 21):16
('vtk', 'wfd', 18):('ttr', 'z10', 21):17
('vtk', 'wfd', 18):('fhh', 'nfj', 21):17
('vtk', 'wfd', 18):('jgc', 'z12', 21):17
('vtk', 'wfd', 18):('nfj', 'z03', 21):17
('vtk', 'wfd', 18):('vcs', 'z22', 21):13
('vtk', 'wfd', 18):('vcs', 'z34', 21):14
('vtk', 'wfd', 18):('rgt', 'z03', 21):17
('vtk', 'wfd', 18):('mmr', 'vcs', 21):14
('vtk', 'wfd', 18):('drk', 'grd', 21):17
('vtk', 'wfd', 18):('jdr', 'jgc', 21):17
('vtk', 'wfd', 18):('tqq', 'z09', 21):17
('vtk', 'wfd', 18):('fbv', 'z10', 21):17
('vtk', 'wfd', 18):('ftc', 'nfj', 21):17
('vtk', 'wfd', 18):('ftc', 'ttr', 21):17
('vtk', 'wfd', 18):('qsg', 'rgt', 21):16
('vtk', 'wfd', 18):('fhh', 'rgt', 21):17
('vtk', 'wfd', 18):('dtj', 'ppf', 21):13
('vtk', 'wfd', 18):('rgt', 'rvc', 21):15
('vtk', 'wfd', 18):('dtd', 'vcs', 21):14
('vtk', 'wfd', 18):('jdr', 'nfj', 21):17
('vtk', 'wfd', 18):('fbv', 'jdr', 21):17
('vtk', 'wfd', 18):('nfj', 'rvc', 21):16
('vtk', 'wfd', 18):('nfj', 'qsg', 21):16
('vtk', 'wfd', 18):('nfj', 'z06', 21):17
('vtk', 'wfd', 18):('rgt', 'z06', 21):17
('vtk', 'wfd', 18):('jgc', 'z10', 21):17
('vtk', 'wfd', 18):('rkd', 'vcs', 21):15
('vtk', 'wfd', 18):('vcs', 'vqh', 21):16
('vtk', 'wfd', 18):('fbv', 'pnd', 21):16
('vtk', 'wfd', 18):('jgc', 'z14', 21):17
('vtk', 'wfd', 18):('jdr', 'ttr', 21):17
('vtk', 'wfd', 18):('snh', 'vcs', 21):13
('vtk', 'wfd', 18):('ttr', 'z06', 21):17
('vtk', 'wfd', 18):('ftc', 'jgc', 21):17
('vtk', 'wfd', 18):('nfj', 'z12', 21):17
('vtk', 'wfd', 18):('rgt', 'z12', 21):17
('vtk', 'wfd', 18):('fbv', 'ftc', 21):17
('vtk', 'wfd', 18):('fbv', 'qsg', 21):16
('vtk', 'wfd', 18):('ttr', 'z12', 21):17
('vtk', 'wfd', 18):('ttr', 'z03', 21):17
('vtk', 'wfd', 18):('fbv', 'z06', 21):17
('vtk', 'wfd', 18):('pnd', 'ttr', 21):16
('vtk', 'wfd', 18):('qgm', 'vcs', 21):14
('vtk', 'wfd', 18):('jdr', 'rgt', 21):17
('vtk', 'wfd', 18):('vcs', 'z30', 21):14
('vtk', 'wfd', 18):('fbv', 'z03', 21):17
('vtk', 'wfd', 18):('jgc', 'pnd', 21):16
('vtk', 'wfd', 18):('fbv', 'z12', 21):17
('vtk', 'wfd', 18):('vbc', 'vcs', 21):14
('vtk', 'wfd', 18):('nfj', 'smr', 21):17
('vtk', 'wfd', 18):('rgt', 'smr', 21):17
('vtk', 'wfd', 18):('rgt', 'z14', 21):17
('vtk', 'wfd', 18):('qsg', 'ttr', 21):16
('vtk', 'wfd', 18):('vcs', 'z29', 21):14
('vtk', 'wfd', 18):('nfj', 'z14', 21):17
('vtk', 'wfd', 18):('ftc', 'rgt', 21):17
('vtk', 'wfd', 18):('drk', 'tdc', 21):17
('vtk', 'wfd', 18):('rgt', 'z10', 21):17
('vtk', 'wfd', 18):('pkj', 'tqq', 21):17
('vtk', 'wfd', 18):('jgc', 'qsg', 21):16
('vtk', 'wfd', 18):('drk', 'z09', 21):17
('vtk', 'wfd', 18):('rvc', 'ttr', 21):15
('vtk', 'wfd', 18):('nfj', 'z10', 21):17
('vtk', 'wfd', 18):('nfj', 'rsq', 21):17
('vtk', 'wfd', 18):('fbv', 'rvc', 21):15
('vtk', 'wfd', 18):('ttr', 'z14', 21):17
('vtk', 'wfd', 18):('rgt', 'rsq', 21):17
('vtk', 'wfd', 18):('ndd', 'vcs', 21):14
('vtk', 'wfd', 18):('jgc', 'z03', 21):17
('vtk', 'wfd', 18):('dtj', 'z18', 21):13
('vtk', 'wfd', 18):('fbv', 'z14', 21):17
('hwm', 'z15', 18):('jgc', 'sck', 19):16
('hwm', 'z15', 18):('hmb', 'ttr', 19):17
('hwm', 'z15', 18):('rgt', 'vcs', 19):16
('hwm', 'z15', 18):('fbv', 'hmb', 19):17
('hwm', 'z15', 18):('ttr', 'vcs', 19):16
('hwm', 'z15', 18):('nfj', 'sck', 19):16
('hwm', 'z15', 18):('fbv', 'vcs', 19):16
('hwm', 'z15', 18):('hmb', 'rgt', 19):17
('hwm', 'z15', 18):('ttr', 'z09', 20):16
('hwm', 'z15', 18):('sck', 'tqq', 20):17
('hwm', 'z15', 18):('fbv', 'z09', 20):16
('hwm', 'z15', 18):('fbv', 'tdc', 20):16
('hwm', 'z15', 18):('hmb', 'jgc', 20):17
('hwm', 'z15', 18):('drk', 'vcs', 20):17
('hwm', 'z15', 18):('hmb', 'nfj', 20):17
('hwm', 'z15', 18):('jgc', 'nqr', 20):17
('hwm', 'z15', 18):('jgc', 'z09', 20):16
('hwm', 'z15', 18):('tdc', 'ttr', 20):16
('hwm', 'z15', 18):('jfp', 'nfj', 20):17
('hwm', 'z15', 18):('grd', 'rgt', 20):16
('hwm', 'z15', 18):('hwh', 'jgc', 20):16
('hwm', 'z15', 18):('gvw', 'qjb', 20):16
('hwm', 'z15', 18):('fbv', 'grd', 20):16
('hwm', 'z15', 18):('nfj', 'vgr', 20):17
('hwm', 'z15', 18):('bqv', 'nfj', 20):17
('hwm', 'z15', 18):('hwh', 'nfj', 20):16
('hwm', 'z15', 18):('rgt', 'tdc', 20):16
('hwm', 'z15', 18):('nfj', 'nqr', 20):17
('hwm', 'z15', 18):('jfp', 'jgc', 20):17
('hwm', 'z15', 18):('bqv', 'jgc', 20):17
('hwm', 'z15', 18):('rgt', 'z09', 20):16
('hwm', 'z15', 18):('grd', 'ttr', 20):16
('hwm', 'z15', 18):('jgc', 'vgr', 20):17
('hwm', 'z15', 18):('nfj', 'z09', 20):16
('hwm', 'z15', 18):('rgt', 'tpv', 21):17
('hwm', 'z15', 18):('nfj', 'tpv', 21):17
('hwm', 'z15', 18):('nfj', 'pnd', 21):17
('hwm', 'z15', 18):('tqq', 'z16', 21):17
('hwm', 'z15', 18):('vcs', 'z31', 21):11
('hwm', 'z15', 18):('jgc', 'rvc', 21):16
('hwm', 'z15', 18):('jgc', 'z06', 21):17
('hwm', 'z15', 18):('vcs', 'z32', 21):11
('hwm', 'z15', 18):('pnd', 'rgt', 21):17
('hwm', 'z15', 18):('ttr', 'z10', 21):17
('hwm', 'z15', 18):('fhh', 'nfj', 21):17
('hwm', 'z15', 18):('jgc', 'z12', 21):17
('hwm', 'z15', 18):('nfj', 'z03', 21):17
('hwm', 'z15', 18):('vcs', 'z22', 21):11
('hwm', 'z15', 18):('vcs', 'z34', 21):11
('hwm', 'z15', 18):('rgt', 'z03', 21):17
('hwm', 'z15', 18):('mmr', 'vcs', 21):11
('hwm', 'z15', 18):('drk', 'grd', 21):17
('hwm', 'z15', 18):('jdr', 'jgc', 21):17
('hwm', 'z15', 18):('tqq', 'z09', 21):17
('hwm', 'z15', 18):('fbv', 'z10', 21):17
('hwm', 'z15', 18):('ftc', 'nfj', 21):17
('hwm', 'z15', 18):('ftc', 'ttr', 21):17
('hwm', 'z15', 18):('qsg', 'rgt', 21):13
('hwm', 'z15', 18):('fhh', 'rgt', 21):17
('hwm', 'z15', 18):('dtj', 'ppf', 21):10
('hwm', 'z15', 18):('rgt', 'rvc', 21):12
('hwm', 'z15', 18):('dtd', 'vcs', 21):11
('hwm', 'z15', 18):('jdr', 'nfj', 21):17
('hwm', 'z15', 18):('fbv', 'jdr', 21):17
('hwm', 'z15', 18):('nfj', 'rvc', 21):16
('hwm', 'z15', 18):('nfj', 'qsg', 21):16
('hwm', 'z15', 18):('nfj', 'z06', 21):17
('hwm', 'z15', 18):('rgt', 'z06', 21):17
('hwm', 'z15', 18):('jgc', 'z10', 21):17
('hwm', 'z15', 18):('rkd', 'vcs', 21):12
('hwm', 'z15', 18):('vcs', 'vqh', 21):13
('hwm', 'z15', 18):('fbv', 'pnd', 21):17
('hwm', 'z15', 18):('jgc', 'z14', 21):17
('hwm', 'z15', 18):('jdr', 'ttr', 21):17
('hwm', 'z15', 18):('snh', 'vcs', 21):10
('hwm', 'z15', 18):('ttr', 'z06', 21):17
('hwm', 'z15', 18):('ftc', 'jgc', 21):17
('hwm', 'z15', 18):('nfj', 'z12', 21):17
('hwm', 'z15', 18):('rgt', 'z12', 21):17
('hwm', 'z15', 18):('fbv', 'ftc', 21):17
('hwm', 'z15', 18):('fbv', 'qsg', 21):13
('hwm', 'z15', 18):('ttr', 'z12', 21):17
('hwm', 'z15', 18):('ttr', 'z03', 21):17
('hwm', 'z15', 18):('fbv', 'z06', 21):17
('hwm', 'z15', 18):('pnd', 'ttr', 21):17
('hwm', 'z15', 18):('qgm', 'vcs', 21):11
('hwm', 'z15', 18):('jdr', 'rgt', 21):17
('hwm', 'z15', 18):('vcs', 'z30', 21):11
('hwm', 'z15', 18):('fbv', 'z03', 21):17
('hwm', 'z15', 18):('jgc', 'pnd', 21):17
('hwm', 'z15', 18):('fbv', 'z12', 21):17
('hwm', 'z15', 18):('vbc', 'vcs', 21):11
('hwm', 'z15', 18):('nfj', 'smr', 21):17
('hwm', 'z15', 18):('rgt', 'smr', 21):17
('hwm', 'z15', 18):('hwh', 'tqq', 21):17
('hwm', 'z15', 18):('rgt', 'z14', 21):17
('hwm', 'z15', 18):('qsg', 'ttr', 21):13
('hwm', 'z15', 18):('vcs', 'z29', 21):11
('hwm', 'z15', 18):('nfj', 'z14', 21):17
('hwm', 'z15', 18):('ftc', 'rgt', 21):17
('hwm', 'z15', 18):('drk', 'tdc', 21):17
('hwm', 'z15', 18):('rgt', 'z10', 21):17
('hwm', 'z15', 18):('pkj', 'tqq', 21):17
('hwm', 'z15', 18):('jgc', 'qsg', 21):16
('hwm', 'z15', 18):('drk', 'z09', 21):17
('hwm', 'z15', 18):('rvc', 'ttr', 21):12
('hwm', 'z15', 18):('nfj', 'z10', 21):17
('hwm', 'z15', 18):('nfj', 'rsq', 21):17
('hwm', 'z15', 18):('fbv', 'rvc', 21):12
('hwm', 'z15', 18):('ttr', 'z14', 21):17
('hwm', 'z15', 18):('rgt', 'rsq', 21):17
('hwm', 'z15', 18):('ndd', 'vcs', 21):11
('hwm', 'z15', 18):('jgc', 'z03', 21):17
('hwm', 'z15', 18):('dtj', 'z18', 21):10
('hwm', 'z15', 18):('fbv', 'z14', 21):17
('hmb', 'hwm', 19):('jgc', 'sck', 19):17
('hmb', 'hwm', 19):('rgt', 'vcs', 19):17
('hmb', 'hwm', 19):('ttr', 'vcs', 19):17
('hmb', 'hwm', 19):('nfj', 'sck', 19):17
('hmb', 'hwm', 19):('fbv', 'vcs', 19):17
('hmb', 'hwm', 19):('ttr', 'z09', 20):17
('hmb', 'hwm', 19):('sck', 'tqq', 20):18
('hmb', 'hwm', 19):('fbv', 'z09', 20):17
('hmb', 'hwm', 19):('fbv', 'tdc', 20):17
('hmb', 'hwm', 19):('nfj', 'z15', 20):17
('hmb', 'hwm', 19):('rgt', 'z15', 20):17
('hmb', 'hwm', 19):('drk', 'vcs', 20):18
('hmb', 'hwm', 19):('jgc', 'nqr', 20):18
('hmb', 'hwm', 19):('jgc', 'z09', 20):17
('hmb', 'hwm', 19):('tdc', 'ttr', 20):17
('hmb', 'hwm', 19):('jfp', 'nfj', 20):18
